Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,61,3505,3566,Daydaye,MMR017026
 Rural,82,44962,45044,Daydaye,MMR017026
 Total,143,48467,48610,Daydaye,MMR017026
