Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,2143,6254,8397,Botahtaung,MMR013017
 Total,2143,6254,8397,Botahtaung,MMR013017
