Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,491,18415,18906,Sittway,MMR012001
 Rural,53,10077,10130,Sittway,MMR012001
 Total,544,28492,29036,Sittway,MMR012001
