Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,63,2612,2675,Ngwehsaung(ST),MMR017001
 Rural,21,6774,6795,Ngwehsaung(ST),MMR017001
 Total,84,9386,9470,Ngwehsaung(ST),MMR017001
