Urban_Rural,Car_Truck_Van_Yes,Car_Truck_Van_No,Car_Truck_Van_Total,Township,MIMU_code
 Urban,38,2450,2488,Gwa,MMR012017
 Rural,58,8699,8757,Gwa,MMR012017
 Total,96,11149,11245,Gwa,MMR012017
