Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,14,8735,8749,Hlegu,MMR013004
 Rural,804,48470,49274,Hlegu,MMR013004
 Total,818,57205,58023,Hlegu,MMR013004
