Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,36,6142,6178,Toungup,MMR012016
 Rural,1102,17959,19061,Toungup,MMR012016
 Total,1138,24101,25239,Toungup,MMR012016
