Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,102,3856,3958,Kungyangon,MMR013029
 Rural,805,23589,24394,Kungyangon,MMR013029
 Total,907,27445,28352,Kungyangon,MMR013029
