Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,20,1490,1510,Yethedaung,MMR012008
 Rural,1133,21698,22831,Yethedaung,MMR012008
 Total,1153,23188,24341,Yethedaung,MMR012008
