Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,26,18871,18897,Myingyan,MMR010017
 Rural,1888,41555,43443,Myingyan,MMR010017
 Total,1914,60426,62340,Myingyan,MMR010017
