Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,6,2097,2103,Mone`,MMR014019
 Rural,1,4120,4121,Mone`,MMR014019
 Total,7,6217,6224,Mone`,MMR014019
