Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,143,58368,58511,Shwepyitha,MMR013007
 Rural,2,15262,15264,Shwepyitha,MMR013007
 Total,145,73630,73775,Shwepyitha,MMR013007
