Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,18,23945,23963,Meiktila,MMR010028
 Rural,356,44120,44476,Meiktila,MMR010028
 Total,374,68065,68439,Meiktila,MMR010028
