Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,97,9040,9137,Maubin,MMR017019
 Rural,14772,47895,62667,Maubin,MMR017019
 Total,14869,56935,71804,Maubin,MMR017019
