Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,142,18763,18905,Sittway,MMR012001
 Rural,363,9767,10130,Sittway,MMR012001
 Total,505,28530,29035,Sittway,MMR012001
