Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,1,2082,2083,Mineshu,MMR014017
 Rural,13,7105,7118,Mineshu,MMR014017
 Total,14,9187,9201,Mineshu,MMR014017
