Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,-,231,231,Mineyu(ST),MMR016011
 Rural,22,10614,10636,Mineyu(ST),MMR016011
 Total,22,10845,10867,Mineyu(ST),MMR016011
