Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,11,8386,8397,Botahtaung,MMR013017
 Total,11,8386,8397,Botahtaung,MMR013017
