Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,3,8596,8599,Lanmadaw,MMR013035
 Total,3,8596,8599,Lanmadaw,MMR013035
