Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,56,103751,103807,Hlinethaya,MMR013008
 Rural,101,44803,44904,Hlinethaya,MMR013008
 Total,157,148554,148711,Hlinethaya,MMR013008
