Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,7,16292,16299,Kamayut,MMR013041
 Total,7,16292,16299,Kamayut,MMR013041
