Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,-,908,908,Dekkhinathiri,MMR018004
 Rural,4,6085,6089,Dekkhinathiri,MMR018004
 Total,4,6993,6997,Dekkhinathiri,MMR018004
 Urban,18260,3031172,3049432,Dekkhinathiri,MMR018004
 Rural,402346,7426053,7828399,Dekkhinathiri,MMR018004
 Total,420606,10457225,10877831,Dekkhinathiri,MMR018004
