Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,8,10935,10943,Ahlon,MMR013037
 Total,8,10935,10943,Ahlon,MMR013037
