Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,-,4171,4171,Naungkhio,MMR015013
 Rural,50,28003,28053,Naungkhio,MMR015013
 Total,50,32174,32224,Naungkhio,MMR015013
