Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,64,5935,5999,Kyonpyaw,MMR017005
 Rural,2164,51325,53489,Kyonpyaw,MMR017005
 Total,2228,57260,59488,Kyonpyaw,MMR017005
