Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,-,1469,1469,Monekoe(ST),MMR015009
 Rural,-,2889,2889,Monekoe(ST),MMR015009
 Total,-,4358,4358,Monekoe(ST),MMR015009
