Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,148,671,819,Shwethaungyan(ST),MMR017001
 Rural,507,8855,9362,Shwethaungyan(ST),MMR017001
 Total,655,9526,10181,Shwethaungyan(ST),MMR017001
