Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,71,3973,4044,Bilin,MMR011010
 Rural,179,35008,35187,Bilin,MMR011010
 Total,250,38981,39231,Bilin,MMR011010
