Urban_Rural,Canoe_Boat_Yes,Canoe_Boat_No,Canoe_Boat_Total,Township,MIMU_code
 Urban,7,846,853,Minemaw,MMR015008
 Rural,7,9585,9592,Minemaw,MMR015008
 Total,14,10431,10445,Minemaw,MMR015008
