Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,8598,34106,42704,Dagon Myothit(North),MMR013019
 Total,8598,34106,42704,Dagon Myothit(North),MMR013019
