Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,1715,11619,13334,MuSe,MMR015009
 Rural,313,8567,8880,MuSe,MMR015009
 Total,2028,20186,22214,MuSe,MMR015009
