Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,636,19723,20359,Taikkyi,MMR013005
 Rural,268,46372,46640,Taikkyi,MMR013005
 Total,904,66095,66999,Taikkyi,MMR013005
