Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,63,1594,1657,Ngazun,MMR010021
 Rural,92,26089,26181,Ngazun,MMR010021
 Total,155,27683,27838,Ngazun,MMR010021
