Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,249,7051,7300,Wundwin,MMR010031
 Rural,208,46061,46269,Wundwin,MMR010031
 Total,457,53112,53569,Wundwin,MMR010031
