Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,41,1151,1192,Maukme`,MMR014020
 Rural,15,5987,6002,Maukme`,MMR014020
 Total,56,7138,7194,Maukme`,MMR014020
