Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,917,18912,19829,Hinthada,MMR017008
 Rural,328,65972,66300,Hinthada,MMR017008
 Total,1245,84884,86129,Hinthada,MMR017008
