Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,64,2406,2470,Pauktaw,MMR012007
 Rural,36,28038,28074,Pauktaw,MMR012007
 Total,100,30444,30544,Pauktaw,MMR012007
