Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,4,497,501,Pyinsalu(ST),MMR017016
 Rural,51,19885,19936,Pyinsalu(ST),MMR017016
 Total,55,20382,20437,Pyinsalu(ST),MMR017016
