Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,20,758,778,Khawzar,MMR011006
 Rural,31,4009,4040,Khawzar,MMR011006
 Total,51,4767,4818,Khawzar,MMR011006
