Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,325,4570,4895,Ottarathiri,MMR018008
 Rural,197,13569,13766,Ottarathiri,MMR018008
 Total,522,18139,18661,Ottarathiri,MMR018008
