Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,6181,18541,24722,Zabuthiri,MMR018002
 Rural,29,1569,1598,Zabuthiri,MMR018002
 Total,6210,20110,26320,Zabuthiri,MMR018002
