Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,3780,45954,49734,Mawlamyine,MMR011001
 Rural,253,7470,7723,Mawlamyine,MMR011001
 Total,4033,53424,57457,Mawlamyine,MMR011001
