Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,71,1661,1732,Sinku,MMR010010
 Rural,307,32494,32801,Sinku,MMR010010
 Total,378,34155,34533,Sinku,MMR010010
