Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,58,1132,1190,Mineyaung,MMR016011
 Rural,39,5100,5139,Mineyaung,MMR016011
 Total,97,6232,6329,Mineyaung,MMR016011
