Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,310,3699,4009,Hsipaw,MMR015014
 Rural,243,33654,33897,Hsipaw,MMR015014
 Total,553,37353,37906,Hsipaw,MMR015014
