Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,358,2583,2941,Laukine,MMR015022
 Rural,148,11142,11290,Laukine,MMR015022
 Total,506,13725,14231,Laukine,MMR015022
