Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,65,554,619,Chinshwehaw(ST),MMR015022
 Rural,1,330,331,Chinshwehaw(ST),MMR015022
 Total,66,884,950,Chinshwehaw(ST),MMR015022
