Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,343,6531,6874,Pyawbwe,MMR010024
 Rural,199,51790,51989,Pyawbwe,MMR010024
 Total,542,58321,58863,Pyawbwe,MMR010024
