Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,10,603,613,Minengaw(ST),MMR015012
 Rural,4,3412,3416,Minengaw(ST),MMR015012
 Total,14,4015,4029,Minengaw(ST),MMR015012
