Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,233,5766,5999,Kyonpyaw,MMR017005
 Rural,203,53286,53489,Kyonpyaw,MMR017005
 Total,436,59052,59488,Kyonpyaw,MMR017005
