Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,125,3453,3578,Ingapu,MMR017013
 Rural,331,53320,53651,Ingapu,MMR017013
 Total,456,56773,57229,Ingapu,MMR017013
