Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,111,797,908,Dekkhinathiri,MMR018004
 Rural,45,6044,6089,Dekkhinathiri,MMR018004
 Total,156,6841,6997,Dekkhinathiri,MMR018004
 Urban,311236,2738197,3049433,Dekkhinathiri,MMR018004
 Rural,66167,7762232,7828399,Dekkhinathiri,MMR018004
 Total,377403,10500429,10877832,Dekkhinathiri,MMR018004
