Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,118,3840,3958,Kungyangon,MMR013029
 Rural,98,24296,24394,Kungyangon,MMR013029
 Total,216,28136,28352,Kungyangon,MMR013029
