Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,44,514,558,Minekat,MMR016002
 Rural,11,7456,7467,Minekat,MMR016002
 Total,55,7970,8025,Minekat,MMR016002
