Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,75,2101,2176,Kyaikemaraw,MMR011002
 Rural,397,36315,36712,Kyaikemaraw,MMR011002
 Total,472,38416,38888,Kyaikemaraw,MMR011002
