Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,2653,34788,37441,Pathein,MMR017001
 Rural,244,28351,28595,Pathein,MMR017001
 Total,2897,63139,66036,Pathein,MMR017001
