Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,6,655,661,Panlon(ST),MMR015021
 Rural,-,524,524,Panlon(ST),MMR015021
 Total,6,1179,1185,Panlon(ST),MMR015021
