Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,351,8846,9197,Twantay,MMR013027
 Rural,240,42165,42405,Twantay,MMR013027
 Total,591,51011,51602,Twantay,MMR013027
