Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,349,2710,3059,Nyaungshwe,MMR014002
 Rural,320,39255,39575,Nyaungshwe,MMR014002
 Total,669,41965,42634,Nyaungshwe,MMR014002
