Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,1437,13019,14456,Pyinmana,MMR018006
 Rural,430,24777,25207,Pyinmana,MMR018006
 Total,1867,37796,39663,Pyinmana,MMR018006
