Urban_Rural,Computer_Yes,Computer_No,Computer_Total,Township,MIMU_code
 Urban,292,5019,5311,Madaya,MMR010009
 Rural,337,52997,53334,Madaya,MMR010009
 Total,629,58016,58645,Madaya,MMR010009
