Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,18,25900,25918,Mingala Taungnyunt,MMR013022
 Total,18,25900,25918,Mingala Taungnyunt,MMR013022
