Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Rural,72,9213,9285,Mine Pauk(ST),MMR016003
 Total,72,9213,9285,Mine Pauk(ST),MMR016003
