Urban_Rural,Motorboat_Yes,Motorboat_No,Motorboat_Total,Township,MIMU_code
 Urban,-,1330,1330,Le`char,MMR014012
 Rural,2,7458,7460,Le`char,MMR014012
 Total,2,8788,8790,Le`char,MMR014012
